Nama File =file1.dat
Time Sampling =0.0005
758  0.3790 0.820000
759  0.3795 0.840000
760  0.3800 0.860000
761  0.3805 0.880000
762  0.3810 0.900000
763  0.3815 0.920000
764  0.3820 0.940000
765  0.3825 0.960000
766  0.3830 0.960000
767  0.3835 0.980000
768  0.3840 1.020000
769  0.3845 1.040000
770  0.3850 1.080000
771  0.3855 1.100000
772  0.3860 1.140000
773  0.3865 1.160000
774  0.3870 1.160000
775  0.3875 1.220000
776  0.3880 1.240000
777  0.3885 1.260000
778  0.3890 1.300000
779  0.3895 1.340000
780  0.3900 1.360000
781  0.3905 1.380000
782  0.3910 1.420000
783  0.3915 1.420000
784  0.3920 1.460000
785  0.3925 1.460000
786  0.3930 1.480000
787  0.3935 1.520000
788  0.3940 1.560000
789  0.3945 1.580000
790  0.3950 1.620000
791  0.3955 1.640000
792  0.3960 1.680000
793  0.3965 1.680000
794  0.3970 1.720000
795  0.3975 1.740000
796  0.3980 1.760000
797  0.3985 1.800000
798  0.3990 1.840000
799  0.3995 1.860000
800  0.4000 1.900000
801  0.4005 1.940000
802  0.4010 1.960000
803  0.4015 1.980000
804  0.4020 2.000000
805  0.4025 2.040000
806  0.4030 2.060000
807  0.4035 2.100000
808  0.4040 2.120000
809  0.4045 2.140000
810  0.4050 2.180000
811  0.4055 2.220000
812  0.4060 2.240000
813  0.4065 2.280000
814  0.4070 2.300000
815  0.4075 2.340000
816  0.4080 2.360000
817  0.4085 2.380000
818  0.4090 2.420000
819  0.4095 2.440000
820  0.4100 2.480000
821  0.4105 2.500000
822  0.4110 2.540000
823  0.4115 2.540000
824  0.4120 0.300000
825  0.4125 2.600000
826  0.4130 2.640000
827  0.4135 2.660000
828  0.4140 2.680000
829  0.4145 2.700000
830  0.4150 2.720000
831  0.4155 2.760000
832  0.4160 2.800000
833  0.4165 2.820000
834  0.4170 2.840000
835  0.4175 2.860000
836  0.4180 2.880000
837  0.4185 2.900000
838  0.4190 2.940000
839  0.4195 2.960000
840  0.4200 3.000000
841  0.4205 3.020000
842  0.4210 3.040000
843  0.4215 3.080000
844  0.4220 3.100000
845  0.4225 3.120000
846  0.4230 3.140000
847  0.4235 3.160000
848  0.4240 3.180000
849  0.4245 3.200000
850  0.4250 3.240000
851  0.4255 3.240000
852  0.4260 3.260000
853  0.4265 3.300000
854  0.4270 3.320000
855  0.4275 3.340000
856  0.4280 3.360000
857  0.4285 3.360000
858  0.4290 3.400000
859  0.4295 3.400000
860  0.4300 3.440000
861  0.4305 3.440000
862  0.4310 3.460000
863  0.4315 3.480000
864  0.4320 3.500000
865  0.4325 3.520000
866  0.4330 3.540000
867  0.4335 3.540000
868  0.4340 3.580000
869  0.4345 3.580000
870  0.4350 3.580000
871  0.4355 3.600000
872  0.4360 3.600000
873  0.4365 3.640000
874  0.4370 3.660000
875  0.4375 3.640000
876  0.4380 3.660000
877  0.4385 3.680000
878  0.4390 3.700000
879  0.4395 3.700000
880  0.4400 3.700000
881  0.4405 3.740000
882  0.4410 3.720000
